Unnamed: 0,type,age,gender,size,coat,breed
461,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
462,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
463,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,American Bobtail
465,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
466,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
467,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
468,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
469,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
470,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
471,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
472,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
473,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
475,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
476,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,American Bobtail
477,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
478,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
479,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,American Bobtail
480,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,American Bobtail
481,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
482,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,American Bobtail
483,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,American Bobtail
484,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
485,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
486,Abyssinian,American Shorthair,Abyssinian,American Bobtail,American Shorthair,American Bobtail
487,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
488,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
490,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
491,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
492,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
493,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Curl,American Bobtail
495,Abyssinian,Abyssinian,Abyssinian,American Curl,American Bobtail,American Bobtail
497,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
499,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
501,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
502,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
503,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
504,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
505,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
506,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
507,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
509,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
510,Abyssinian,American Curl,American Bobtail,American Curl,American Shorthair,American Bobtail
511,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
513,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
514,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
516,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
519,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
520,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
521,Abyssinian,American Shorthair,Abyssinian,American Bobtail,American Shorthair,American Bobtail
522,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
523,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,American Bobtail
524,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,American Bobtail
527,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
528,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
530,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
531,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
534,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
535,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
536,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
537,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,American Bobtail
538,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
539,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,American Bobtail
540,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
542,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
543,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Bobtail
547,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Shorthair,American Bobtail
548,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
549,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
550,Abyssinian,American Curl,Abyssinian,American Bobtail,American Shorthair,American Bobtail
551,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
552,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
553,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,American Bobtail
556,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,American Bobtail
559,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,American Bobtail
560,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail
561,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
562,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
564,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
566,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Curl,American Bobtail
567,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
570,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
571,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
573,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
574,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
575,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
577,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,American Bobtail
579,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Bobtail
581,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,American Bobtail
582,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,American Bobtail
583,Abyssinian,American Curl,American Bobtail,American Bobtail,American Shorthair,American Bobtail
584,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
585,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,American Bobtail
586,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Shorthair,American Bobtail
588,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,American Bobtail
589,Abyssinian,American Bobtail,American Bobtail,American Curl,American Curl,American Bobtail
590,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,American Bobtail
591,Abyssinian,American Bobtail,American Bobtail,American Curl,American Shorthair,American Bobtail
594,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
595,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
596,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Bobtail
597,Abyssinian,American Bobtail,Abyssinian,American Curl,American Bobtail,American Bobtail
598,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,American Bobtail
599,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
602,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
603,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
604,Abyssinian,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail
605,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
606,Abyssinian,American Shorthair,American Bobtail,American Curl,American Bobtail,American Bobtail
607,Abyssinian,Abyssinian,Abyssinian,American Shorthair,American Shorthair,American Bobtail
608,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
609,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,American Bobtail
612,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Curl,American Bobtail
614,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
615,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
616,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,American Bobtail
617,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,American Bobtail
618,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Curl,American Bobtail
620,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,American Bobtail
623,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
624,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
625,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
626,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
628,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
629,Abyssinian,Abyssinian,American Bobtail,American Curl,American Curl,American Bobtail
631,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
635,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
637,Abyssinian,American Shorthair,Abyssinian,American Bobtail,American Shorthair,American Bobtail
638,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
639,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Curl,American Bobtail
641,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
642,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
643,Abyssinian,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Bobtail
647,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
648,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
649,Abyssinian,American Shorthair,American Bobtail,American Bobtail,American Shorthair,American Bobtail
650,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
651,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
652,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
653,Abyssinian,American Bobtail,American Bobtail,American Shorthair,American Curl,American Bobtail
655,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
656,Abyssinian,Abyssinian,American Bobtail,American Curl,American Shorthair,American Bobtail
657,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
660,Abyssinian,Abyssinian,Abyssinian,American Curl,American Curl,American Bobtail
661,Abyssinian,Abyssinian,American Bobtail,American Curl,American Bobtail,American Bobtail
664,Abyssinian,American Shorthair,Abyssinian,American Curl,American Shorthair,American Bobtail
665,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Curl,American Bobtail
666,Abyssinian,American Bobtail,American Bobtail,American Bobtail,American Shorthair,American Bobtail
667,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Shorthair,American Bobtail
668,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,American Bobtail
671,Abyssinian,American Shorthair,American Bobtail,American Shorthair,American Curl,American Bobtail
672,Abyssinian,American Shorthair,Abyssinian,American Shorthair,American Shorthair,American Bobtail
674,Abyssinian,American Shorthair,Abyssinian,American Curl,American Bobtail,American Bobtail
675,Abyssinian,American Bobtail,Abyssinian,American Curl,American Curl,American Bobtail
677,Abyssinian,American Bobtail,Abyssinian,American Curl,American Shorthair,American Bobtail
678,Abyssinian,Abyssinian,Abyssinian,American Curl,American Shorthair,American Bobtail
681,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
682,Abyssinian,American Bobtail,Abyssinian,American Shorthair,American Shorthair,American Bobtail
683,Abyssinian,American Shorthair,American Bobtail,American Curl,American Shorthair,American Bobtail
